PMID,Title,Publication Date,Abstract,FullTextLink
32493396,MAUDE: inferring expression changes in sorting-based CRISPR screens.,"Jun, 2020","Improved methods are needed to model CRISPR screen data for interrogation of genetic elements that alter reporter gene expression readout. We create MAUDE (Mean Alterations Using Discrete Expression) for quantifying the impact of guide RNAs on a target gene's expression in a pooled, sorting-based expression screen. MAUDE quantifies guide-level effects by modeling the distribution of cells across sorting expression bins. It then combines guides to estimate the statistical significance and effect size of targeted genetic elements. We demonstrate that MAUDE outperforms previous approaches and provide experimental design guidelines to best leverage MAUDE, which is available on https://github.com/Carldeboer/MAUDE.",No Full Text Available
32442013,Analysis: Using the FDA MAUDE and Medical Device Recall Databases to Design Better Devices.,"May, 2020","This article provides recommendations to manufacturers on using the Food and Drug Administration's MAUDE (Manufacturer and User Facility Device Experience) and Medical Device Recall databases to identify unknown use issues, discover design opportunities, and improve one's risk management file. These recommendations are based on the experiences of researchers who have spent time analyzing and working with both database systems and have developed a methodology for each. Manufacturers can leverage the suggested practices described in this article to address regulatory requirements.",No Full Text Available
32423363,Adverse Events Associated with Absorbable Implants for the Nasal Valve: A Review of the Manufacturer and User Facility Device Experience Database.,"May, 2020","Nasal airway obstruction (NAO), often secondary to nasal valve collapse (NVC), impacts the lives of up to one-third of adults. 1 Traditional surgical strategies aimed at correcting NAO include septoplasty and turbinate reduction; however, lateral nasal wall surgery may be necessary if NVC is present. 2 Cartilage autografting and, less often, alloplastic implants have been used to address NVC; however, donor site morbidity or infection/extrusion can result. 3 In-office absorbable nasal implants (ANIs) were recently introduced as a novel",No Full Text Available
32405892,SAGES TAVAC safety and efficacy analysis confocal laser endomicroscopy.,"May, 2020","BACKGROUND: Confocal laser endomicroscopy (CLE) is a novel endoscopic adjunct that allows real-time in vivo histological examination of mucosal surfaces. By using intravenous or topical fluorescent agents, CLE highlights certain mucosal elements that facilitate an optical biopsy in real time. CLE technology has been used in different organ systems including the gastrointestinal tract. There has been numerous studies evaluating this technology in gastrointestinal endoscopy, our aim was to evaluate the safety, value, and efficacy of this technology in the gastrointestinal tract. METHODS: The Society of American Gastrointestinal and Endoscopic Surgeons (SAGES) Technology and Value Assessment Committee (TAVAC) performed a PubMed/Medline database search of clinical studies involving CLE in May of 2018. The literature search used combinations of the keywords: confocal laser endomicroscopy, pCLE, Cellvizio, in vivo microscopy, optical histology, advanced endoscopic imaging, and optical diagnosis. Bibliographies of key references were searched for relevant studies not covered by the PubMed search. Case reports and small case series were excluded. The manufacturer's website was also used to identify key references. The United States Food and Drug Administration (U.S. FDA) Manufacturer And User facility and Device Experience (MAUDE) database was searched for reports regarding the device malfunction or injuries. RESULTS: The technology offers an excellent safety profile with rare adverse events related to the use of fluorescent agents. It has been shown to increase the detection of dysplastic Barrett's esophagus, gastric intraepithelial neoplasia/early gastric cancer, and dysplasia associated with inflammatory bowel disease when compared to standard screening protocols. It also aids in the differentiation and classification of colorectal polyps, indeterminate biliary strictures, and pancreatic cystic lesions. CONCLUSIONS: CLE has an excellent safety profile. CLE can increase the diagnostic accuracy in a number of gastrointestinal pathologies.",No Full Text Available
32405561,Device-Related Complications Associated with Magec Rod Usage for Distraction-Based Correction of Scoliosis.,"May, 2020","INTRODUCTION: Recent literature identifies similar failure rates such as anchor pull-out and rod breakage, but a higher unplanned revision surgery with MAGEC rods than with traditional growth rods. Besides known failure modes such as rod fracture, infection, etc., failure to noninvasively distract the rods was cited as the main cause of such unplanned surgeries. The source of these data ranges from multicenter cohort studies to singular case series. These studies included explanted implants that had undergone failure in distraction mechanism, rod fracture, or infection, or had reached their maximum length. Nevertheless, in addition to identifying the overall mode of failure, it is equally important to identify the large-scale incidence of exclusive failures in comparison with standard instrumentation failure modes in spine surgery. METHODS: The US Food and Drug Administration (FDA) Manufacturer and User Facility Device Experience (MAUDE) databases were searched for reports on MAGEC rods, and on standard instrumentation used for spinal fusion. The adverse events were recorded, tabulated, and analyzed. RESULTS: A search of the US FDA MAUDE database yielded reports of 163 device-related adverse events. These included distraction mechanism failure (n=129), rod fracture (n=24), and minor voluntary reports of infection and tissue discoloration (n=10). For standard instrumentation usage in spine surgery, pedicle screw breakage post surgery (n=336), set screw damage during surgery (n=257), rod breakage post surgery (n=175), interbody cage breakage during surgery (n=118), and pedicle screw breakage during surgery (n=75) were identified as the top 5 failure modes. CONCLUSIONS: The study identified the distraction mechanism failure as the most common and growing complication associated with MAGEC rod usage in children with scoliosis, leading to unplanned invasive revision surgeries.",No Full Text Available
32385798,Patient injuries and malfunctions associated with robotic prostatectomy: review of the manufacturer and user facility device experience database.,"May, 2020","Robotic prostatectomy is the most commonly performed robotic procedure in the United States. Increasing utilization of this procedure necessitates characterization of robot malfunctions and associated patient injuries. We performed a review of adverse events reported to a publicly available database. We searched the Manufacturer and User Facility Device Experience (MAUDE) database for reported adverse events (RAE) involving the intuitive surgical system. Reports involving prostatectomy from 2014 to 2019 were extracted and analyzed for data regarding death, patient injury, and device malfunction. Of 9109 reported adverse events (RAE), 602 were extracted for robotic prostatectomy over the study period. Seven were patient deaths (1.2%), 53 (8.8%) were patient injuries (Table 1), and 542 (90.0%) were malfunctions (Table 2). Malfunctions resulted in 25 aborted cases, 21 open conversions, and 25 laparoscopic conversions (71/542, 13.1%; Fig. 1). Instrument failures comprised the majority (76.4%) of malfunctions. Seven malfunctions (1.3%) resulted in patient injury. The most common device-related injury involved the monopolar curved scissors. No reported deaths were related to robot malfunction. Instrument failures comprise majority of the malfunctions of the Da Vinci robot during robot-assisted laparoscopic prostatectomy. When malfunctions do occur they are usually recoverable and rarely lead to patient injury.",No Full Text Available
32383635,Analysis of 408 Total Ankle Arthroplasty Adverse Events Reported to the US Food and Drug Administration From 2015 to 2018.,"May, 2020",Background. Total ankle arthroplasty (TAA) use has increased with newer generation implants. Current reports in the literature regarding complications use data extracted from high-volume centers. The types of complications experienced by lower-volume centers may not be reflected in these reports. The purpose of this study was to determine a comprehensive TAA adverse event profile from a mandatory-reporting regulatory database. Methods. The US Food and Drug Administration's Manufacturer and User Facility Device,No Full Text Available
32339729,Classifying Device-Related Complications Associated With Intrathecal Baclofen Pumps: A MAUDE Study.,"Apr, 2020","BACKGROUND: Intrathecal baclofen (ITB) is an effective treatment for spasticity, and therapeutic levels may be optimized using surgically implanted pumps. Though these devices are effective, complications can pose significant challenges to patients, decreasing the therapeutic effect and potentially requiring reoperation. As such, it is critical that complications associated with ITB be effectively characterized. METHODS: We queried the Manufacturer and User Facility Device Experience (MAUDE) database for cases reported during the past 3 years documenting adverse events specifically related to ITB pumps. We identified 1935 adverse events that were individually analyzed and categorized by type of complication. RESULTS: Out of the 1935 unique adverse events identified from the MAUDE database, 25.7% were device-related complications (n = 497). Of those, 50.3% were catheter-specific (n = 250), 21.3% (n = 106) were pump-specific, and 28.3% (n = 141) were included, more generally, in catheter or device erosion. CONCLUSIONS: The MAUDE database may be a useful resource for evaluating ITB pump complications across a larger data set. By characterizing the complications and providing values for their total occurrences, patients and physicians may have more realistic expectations for the outcomes and morbidity of this device.",No Full Text Available
32282600,Temporal Trends of Urogynecologic Mesh Reports to the U.S. Food and Drug Administration.,"Apr, 2020","OBJECTIVE: To compare temporal trends of urogynecologic mesh medical device reports with sentinel U.S. Food and Drug Administration (FDA) notices and to examine all linked reports of patient death. METHODS: The Reed Tech Navigator is an online tool used to extract and analyze data in the Manufacturer and User Facility Device Experience database. We used FDA product codes to search for reports of synthetic mesh for stress urinary incontinence (SUI) and pelvic organ prolapse (POP). Reports with ""death"" listed as a patient event were queried further. RESULTS: There were 43,970 medical device reports involving urogynecologic mesh reported to the FDA between August 2000 and January 2019, with most occurring after the 2011 FDA communication (n=43,018, 97.8%). Of these medical device reports, 64.6% (n=28,422) were for SUI products, 27.0% (n=11,876) were for transvaginal POP products, and 8.4% (n=3,672) were for transabdominal POP products. Peak reporting occurred in 2013, which corresponded with the first major plaintiff verdicts and class action vaginal mesh settlement. There were 645 (1.5%) medical device reports of death, with 49.3% (n=318) having no cause of death identified. Only four (0.6%) could be directly attributed to the initial surgery. CONCLUSION: Since 2011, urogynecologic mesh has been the focus of thousands of medical device reports annually, although the data submitted are often incomplete. Few reported deaths are directly attributable to mesh products, and the majority lack sufficient information to draw causal conclusions. A high-quality registry is necessary to improve our understanding of the patient effect from urogynecologic mesh products.",No Full Text Available
32269176,The First 4 Years of Postmarketing Safety Surveillance Related to the MitraClip Device: A United States Food and Drug Administration MAUDE Experience.,"Apr, 2020","OBJECTIVE: The MitraClip (Abbott) is a commercially available device to perform percutaneous transcatheter mitral valve repair (TMVR) for patients with symptomatic mitral regurgitation (MR). Recent data support its role in appropriately selected patients with functional MR, and its use is poised to increase. However, limited safety data in ""real-world"" practice are available after market introduction. METHODS: We queried all available adverse event reports from the publicly available Manufacturer and User Facility Device Experience (MAUDE) database including ""injuries"" and ""deaths"" from October 2013 (date of Food and Drug Administration [FDA] premarket approval) to September 2017 using the following search limits: brand name (""MitraClip"") and product code (""NKM,"" a unique FDA designation linked to MitraClip). RESULTS: During the first 4 years after FDA approval, MAUDE received 200 death reports and 1666 injury reports containing 2974 unique adverse events. Of all death reports, 21% described deaths occurring >1 year post MitraClip and 30% included limited details. The top three known causes of death included complications requiring rescue high-risk surgery, clip detachment or unsuccessful clip placement, and damage to the valvular apparatus. Similar non-fatal events were reported. Additional procedures or surgical intervention were required in 227 injury events (8%). CONCLUSIONS: While injuries reported to the FDA have steadily increased with more widespread use of TMVR, device- or procedure-related death reports have accrued more slowly, corroborating a potential institutional or operator learning curve with this device. However, in light of incomplete and poor data quality, higher-fidelity systems of postmarketing safety surveillance are needed in the evaluation of emerging devices.",No Full Text Available
32128913,Descriptive analysis of postmarket surveillance data for hip implants.,"Mar, 2020","PURPOSE: Recent safety issues involving medical devices have highlighted the need for better postmarket surveillance (PMS) evaluation. This article aims to describe and to assess the quality of the PMS data for a medical device and, finally, to provide recommendations to improve the data gathering process. METHODS: A descriptive analysis of medical device reports (MDRs) on the use of MRA, a specific type of hip implant replacement submitted to the Food and Drug Administration Manufacturer and User Facility Device Experience database from 1 January 2008 to 31 December 2017. The number of reports was described as the number of MDRs per unique MDR number and stratified by different variables. The quality was assessed by the level of completeness of the collected PMS data. RESULTS: The total number of reports related to MRA was 2377, and the number of MDRs per year ranged between 84 in 2009 and 452 in 2017. Most of the reports were reported by manufacturer Depuy Johnson & Johnson and were reported by a physician. In 44.9% of the reports, the device problem was reported as ""Unknown."" When the device problem was known, in the majority of cases, it was related to an implant fracture. The quality of the collected data was assessed as low due to missing information. CONCLUSION: The underlying data should meet high quality standards to generate more evidence and to ensure a timely signal generation. This case study shows that the completeness and quality of the MDRs can be improved. The authors propose the development of tools to ensure a more dynamic complaint data collection to contribute to this enhancement.",No Full Text Available
32217931,Wheelchair Mobility-Related Injuries Due to Inadvertent Lower Extremity Displacement on Footplates: Analysis of the FDA MAUDE Database From 2014 to 2018.,"Mar, 2020","OBJECTIVES: The aims of the study were to assess reports of wheelchair mobility-related injuries from inadvertent lower extremity displacement (ILED) on footplates, which were submitted to the Food and Drug Administration Manufacturer and User Facility Device Experience (MAUDE) database during 2014-2018, characterize injury types, and evaluate MAUDE data quality. METHODS: A systematic MAUDE database review was performed. Annual reports were searched using keywords: (a) ""power wheelchair"" and ""injury"" and (b) ""mechanical (also known as manual) wheelchair"" and ""injury."" Reports related to injuries from ILED on the footplate were reviewed. RESULTS: Reports of 1075 wheelchair injuries were found across the review period. Twenty nine (3%) met our inclusion criteria. The most common source of reports was ""manufacturer."" The wheelchair was unavailable for evaluation in 55.17% of reports. Manufacturers' submission dates (number of days that passed after they were notified) ranged from 3 to 159. Reported injuries decreased by 60% from 2014 to 2018. The end user used a power wheelchair for all but one report. The most common injuries were single fractures, multiple fractures, wounds/cuts/infections, and amputations (in order of incidence). The most common mechanism was the foot slipping off the footplate during wheelchair mobility. CONCLUSIONS: We observed inherent weaknesses in the MAUDE database reporting process and a concerning level of reporting bias. Although there were limited reports of injuries related to ILED on the footplate during wheelchair mobility, the injuries reported were significant. More standardized reporting of the mechanism and impact of these injuries is needed to better inform wheelchair design, prescription, and patient/family education.",No Full Text Available
32128936,Medical device active surveillance of spontaneous reports: A literature review of signal detection methods.,"Mar, 2020","PURPOSE: The collection and analysis of real-world data for the active monitoring of medical device performance and safety has become increasingly important. Spontaneous reports, such as those in the Food & Drug Administration's (FDA's) Manufacturer and User Facility Device Experience (MAUDE), provide early warning of potential issues with marketed devices. This review synthesizes the current literature on medical device surveillance signal detection and provides a framework for application of methods to active surveillance of spontaneous reports. METHODS: Ovid MEDLINE, Ovid Embase, Scopus, and PubMed databases were systematically searched up to January 2019. Additionally, five methods articles from pharmacovigilance were added that had potential applications to medical devices. RESULTS: Among 105 articles included, the most common source of data (84%) was registries; median time between data collection and publication was 8 years. Surgical procedure outcome signal detection articles comprised 83% while 14% were on device outcome signal detection. The most common family of methods cited (70%) was Sequential Probability Ratio. CONCLUSION: Application of any signal detection algorithm requires careful consideration of influential factors, data limitations, and algorithmic assumptions. We recommend approaches using disproportionality, statistical process control, and sequential probability tests and provide R packages to further development efforts. The small number of published examples suggest that further development of statistical methods and technological solutions to analyze large amounts of data for device safety and performance is needed. Fundamental differences in products, data infrastructure, and the regulatory landscape suggest that medical device vigilance requires its own body of research distinct from pharmacovigilance.",No Full Text Available
32077767,"Response to: Babayan, Steinberg, and Miller RE: Aminsharifi et al., Major Complications and Adverse Events Related to the Injection of the SpaceOAR Hydrogel System Before Radiotherapy for Prostate Cancer: Review of the Manufacturer and User Facility Device Experience Database (From: Babayan RK, Steinberg ML, and Miller LE, J Endourol 2020;34:240-241; DOI: 10.1089/end.2019.0742).","Feb, 2020","Injection of the SpaceOAR Hydrogel System Before Radiotherapy for Prostate Cancer: Review of the Manufacturer and User Facility Device Experience Database,''by Aminsharifi et al. 1 The authors queried the MAUDE database and summarized information in medical device reports (MDRs) related to the SpaceOAR perirectal hydrogel spacer, a device intended to reduce rectal toxicity by increasing the space between the prostate and rectum in patients receiving radiation therapy for prostate cancer. They concluded that the number",Error Fetching Full Text Link
31982244,Early Polyethylene Failure in a Modern Total Hip Prosthesis: A Note of Caution.,"Jan, 2020","BACKGROUND: Historically, there has been excellent survivorship of total hip arthroplasty with newer implants expected to outperform prior generations. Review of our institutional database identified problems with one particular cross-linked polyethylene liner in mid-term follow-up, which has not been reported in the literature. We report on the technical aspects of this liner, as well as the clinical and radiographic factors associated with early failure of this bearing in our practice. METHODS: A retrospective review of our institutional database was performed from January 2009 to June 2019 of patients who presented with significant osteolysis in the setting of prior total hip arthroplasty with a contemporary polyethylene liner. Demographic and radiographic measures were collected for all patients. RESULTS: Twelve patients were identified, with nine undergoing revision surgery. All patients demonstrated radiographic osteolysis at the time of revision surgery. The average time to diagnosis of failure was 55.9 months (range: 12-120 months). Average cup position preoperatively was 44 degrees inclination (range: 36-53 degrees) and 21 degrees anteversion (range: 10-34 degrees). Nine patients underwent revision of the acetabular component, with two also undergoing femoral component revision. The Manufacturer and User Facility Device Experience database revealed 22 reported cases of wear-related failure from 2009 to 2019. CONCLUSIONS: Considering that no identifiable risk factors related to patient demographics or implant position were identified, the Exactech Connexion GXL liner may be prone to a high rate of early failure from wear and severe secondary osteolysis. We recommend close surveillance of patients with this bearing surface.",No Full Text Available
31914809,"Re: Aminsharifi et al., Major Complications and Adverse Events Related to the Injection of the SpaceOAR Hydrogel System Before Radiotherapy for Prostate Cancer: Review of the Manufacturer and User Facility Device Experience Database (From: Aminsharifi A, Kotamarti S, Silver D, et al., J Endourol 2019;33:868-871; DOI: 10.1089/end.2019.0431).","Jan, 2020","Purpose: SpaceOAR® is a Food and Drug Administration-approved hydrogel injection used to create space between the prostate and rectum during prostate radiotherapy. It has shown to significantly reduce the rectal radiation dose with lower rates of rectal toxicity. Despite a high safety performance in initial trials, SpaceOAR remains in early clinical use. Thus, we examined emerging safety reports as the system becomes more widely utilized. Methods: We reviewed the SpaceOAR manufacturer website for the safety profile and complications",No Full Text Available
31991097,A 20-Year Analysis of Adverse Events and Litigation With Light-Based Skin Resurfacing Procedures.,"Jan, 2020","PURPOSE: The popularity and availability of facial rejuvenation procedures have increased exponentially during the previous decade. The present study aimed to provide an overview of photorejuvenation and evaluate the complications and litigation related to light-based skin resurfacing procedures. MATERIALS AND METHODS: A retrospective study was performed using the US Food and Drug Administration Manufacturer and User Facility Device Experience (MAUDE) registry and the Thomson Reuter Westlaw Edge database from May 1, 1999 to May 1, 2019. The MAUDE registry was queried using the manufacturer brands. Adverse events were individually reviewed, and data were gathered regarding the company, complication, body location, and device type. The litigation cases were individually reviewed, and information was gathered on plaintiff gender, defendant specialty, allegation, jury verdict, the appeals verdict, and the award amount, if applicable. RESULTS: A total of 697 adverse events were included in the final sample. The most commonly reported complications were burns (61.1%), followed by scarring (16.2%), hyperpigmentation (7.8%), and hypopigmentation (7.0%). More rare, noncosmetic complications included infection (3.9%) and nerve (1.4%) and ocular (1.3%) damage. The rates of scarring with facial treatments were greater (24.3 vs 10.3%; P < .01) and the rates of burns with ablative lasers were lower (25.9 vs 66.0%; P < .01). With respect to litigation, of the 9 cases identified, all the plaintiffs were women. The most common allegation was procedural negligence (88.8%), followed by cosmetic deformity (77.7%) and the lack of informed consent (55.5%). The jury ruled in favor of the plaintiff in 4 cases (44.4%), and the mean award was $656,000. CONCLUSIONS: The most common adverse events were burns, scars, and pigmentation changes. Patient expectations could play a role in the reporting of adverse events. Negligence was the most common basis for litigation, consistent with what has been reported for other procedures. Future studies should evaluate whether increasing exposure to cosmetic phototherapies during residency and fellowship training will reduce future complication rates and alleged malpractice.",No Full Text Available
31842798,Unrecognized maternal heart rate artefact in cases of perinatal mortality reported to the United States Food and Drug Administration from 2009 to 2019: a critical patient safety issue.,"Dec, 2019","BACKGROUND: Maternal heart rate artefact is a signal processing error whereby the fetal heart rate is masked by the maternal pulse, potentially leading to danger by failure to recognize an abnormal fetal heart rate or a pre-existing fetal death. Maternal heart rate artefact may be exacerbated by autocorrelation algorithms in modern fetal monitors due to smooth transitions between maternal and fetal heart rates rather than breaks in the tracing. In response, manufacturers of cardiotocography monitors recommend verifying fetal life prior to monitoring and have developed safeguards including signal ambiguity detection technologies to simultaneously and continuously monitor the maternal and fetal heart rates. However, these safeguards are not emphasized in current cardiotocography clinical practice guidelines, potentially leading to a patient safety gap. METHODS: The United States Food and Drug Administration Manufacturer and User Facility Device Experience database was reviewed for records with event type ""Death"" for the time period March 31, 2009 to March 31, 2019, in combination with search terms selected to capture all cases reported involving cardiotocography devices. Records were reviewed to determine whether maternal heart rate artefact was probable and/or whether the report contained a recommendation from the device manufacturer regarding maternal heart rate artefact. RESULTS: Forty-seven cases of perinatal mortality were identified with probable maternal heart rate artefact including 14 with antepartum fetal death prior to initiation of cardiotocography, 14 with intrapartum fetal death or neonatal death after initiation of cardiotocography, and 19 where the temporal relationship between initiation of cardiotocography and death cannot be definitively established from the report. In 29 cases, there was a recommendation from the manufacturer regarding diagnosis and/or management of maternal heart rate artefact. CONCLUSIONS: This case series indicates a recurring problem with undetected maternal heart rate artefact leading to perinatal mortality and, in cases of pre-existing fetal death, healthcare provider confusion. In response, manufacturers frequently recommend safeguards which are found in their device's instructions for use but not in major intrapartum cardiotocography guidelines. Cardiotocography guidelines should be updated to include the latest safeguards against the risks of maternal heart rate artefact. An additional file summarizing key points for clinicians is included.",No Full Text Available
31814779,Thoracic Endovascular Aortic Repair Adverse Events Reported In The Food And Drug Administration Manufacturer And User Facility Device Experience Database.,"Dec, 2019","PURPOSE: The purpose of this study is to identify adverse events (device- and patient-related) associated with thoracic aortic stent graft systems and their timing post-procedure. MATERIALS AND METHODS: The Food and Drug Administration's Manufacturer and User Facility Device Experience (FDA-MAUDE) voluntary database was searched for Thoracic Aortic Endovascular Repair (TEVAR) devices reported over the course of 1 year (January 1, 2014 to December 31, 2014). The data abstracted included the indication for treatment, device used, and adverse events. RESULTS: During 2014, there were 334 original submissions to the FDA-MAUDE database describing 371 adverse events regarding TEVAR devices that met inclusion criteria for this study. All submissions were from manufacturers, and none were from physicians. The most common pathologies treated were thoracic aortic aneurysm (67.6%) and type B aortic dissection (25.1%). The most frequently reported intraoperative, early postoperative (<30 days), and late postoperative (>30 days) events overall were technical device failure, neurologic complications (stroke, paraplegia), and endoleak, respectively. Of note, there were descriptions of retained deployment materials, late graft infections, and aorto-visceral fistula formation up to 3 years postoperatively. CONCLUSION: The MAUDE database is a valuable repository for complications and device failures that are not otherwise in the published literature and submitted by manufacturers relating to this relatively new technology.",No Full Text Available
31860011,Outcomes Before and After the Recall of a Heart Failure Pacemaker.,"Dec, 2019","IMPORTANCE: Timely and complete disclosure of medical device defects is necessary to manage patient care safely and effectively. OBJECTIVES: To determine if the manufacturer's recommendations following the recall of a medical device were timely and complete, the follow-up information and data provided to patients and physicians were adequate for managing patient care, and the actions taken by the US Food and Drug Administration (FDA) regarding the recall were appropriate. DESIGN, SETTING, AND PARTICIPANTS: This single-center retrospective case series included 90 of 448 patients who were implanted with a cardiac resynchronization therapy pacemaker at the Minneapolis Heart Institute from May 2003 through January 2011; this pacemaker was recalled in November 2015. In addition, returned product reports submitted by the manufacturer to the FDA via the Manufacturer and User Facility Device Experience (MAUDE) database from January 2008 through December 2018 were analyzed. MAIN OUTCOMES AND MEASURES: Clinical outcomes were serious adverse clinical events that occurred before and after the November 2015 recall notifying physicians and patients that the device's battery could fail unexpectedly because of high internal impedance. Technical outcomes were signs and causes of failure. RESULTS: Five of 90 patients observed during 2015 experienced syncope when their pacemakers stopped pacing owing to battery or wire connection defects prior to the recall. Of the 90 patients, 37 (41%) were men, and the median (interquartile range) age at implantation was 71.3 (66.1-78.2) years. Analysis of the MAUDE data revealed that battery failures prior to the recall were associated with serious adverse events that included 1 death, 1 cardiac arrest, 5 syncopal attacks, and 6 heart failure exacerbations; 3 additional prerecall syncopal events were caused by wire connection defects. The manufacturer and the FDA were aware of the battery and wire connection defects for 19 months before issuing the recall, yet the wire connection problem was not included in the advisory and physicians were not informed that interrogating the pacemaker could result in loss of pacing. The FDA classified the recall as class II rather than the more critical class I. CONCLUSIONS AND RELEVANCE: This case series study of patients implanted with a defective pacemaker found that the pacemaker recall was delayed and that subsequent communications did not include all critical information needed for safe and effective patient care. These findings should prompt reforms in how the medical device industry and the FDA manage future medical device recalls.",No Full Text Available
31853803,High shocking and pacing impedances due to defibrillation lead calcification.,"Dec, 2019","PURPOSE: We have reported the calcification of Endotak defibrillation leads that required replacement. The aim of this study was to assess calcified Endotak Reliance leads in the Food and Drug Administration Manufacturer and User Facility Device Experience (MAUDE) database and compare them to calcified Sprint Fidelis, Sprint Quattro Secure, Riata, and Durata leads in MAUDE. METHODS: We searched the MAUDE database from 2008 to 2019 for defibrillation lead calcification using the terms ""calcium,"" ""calcification,"" and ""calcified"". Included were explanted leads whose manufacturers found calcium on the shocking and/or pacing electrode. RESULTS: The MAUDE search identified 113 calcified defibrillation leads that qualified for the study, including 109 Endotak Reliance leads, 1 Sprint Quattro Secure lead, 2 Durata leads, 1 Riata ST lead, and no Sprint Fidelis lead. The sign of calcification was a gradual increase in shocking or pacing impedance. Average implant time was 7.4 ± 3.1 (range: 1.3-16.5) years. Only Endotak Reliance leads had shocking coil calcification (n = 72; 66.0%) and five (6.9%) of these failed defibrillation threshold (DFT) testing. Distal pacing electrode calcification affected 55 (50.4%) Endotak Reliance leads. The four other leads had pacing ring electrode calcification only. CONCLUSION: Endotak Reliance defibrillation leads appear prone to shocking coil and/or distal pacing electrode calcification. High impedances may compromise defibrillation and pacing therapy. Patients who have these leads should be monitored; those exhibiting high shocking impedances should be considered for DFT testing. Lead replacement should be considered for pacemaker-dependent patients whose leads exhibit progressively high impedances.",No Full Text Available
31767523,Analysis of the Food and Drug Administration Manufacturer and User Facility Device Experience Database for Patient- and Circuit-Related Adverse Events Involving Extracorporeal Membrane Oxygenation.,"Nov, 2019","BACKGROUND/PURPOSE: We assessed commonly reported patient- and circuit-related adverse events involving extracorporeal membrane oxygenation (ECMO) devices by analyzing post-marketing surveillance data from the Food and Drug Administration (FDA) Manufacturer and User Facility Device Experience (MAUDE) database. ECMO is a rescue therapy for critically ill patients requiring oxygenation and cardiopulmonary support. Key configurations include veno-venous (VV) ECMO for respiratory support and veno-arterial (VA) ECMO for cardio-respiratory support. Robust data on the most commonly reported complications associated with ECMO therapy are limited. METHODS/MATERIALS: The MAUDE database was queried from January 1, 2009, through March 31, 2019, yielding 93 reports. After excluding duplicate reports, 82 reports were included in the final analysis. RESULTS: Percentages represent the proportion of total submitted MAUDE reports on ECMO. Of the reported cases, 24 were VV-ECMO, 8 were VA-ECMO, and the remainder were unspecified. The most commonly reported patient-related adverse events included hemodynamic decompensation of patients (12.2%), death (12.2%), atrial perforation (7.3%), and bleeding (7.3%). The most commonly reported failure modes were in the following circuit components: mechanical pump (19.5%, mostly due to technical failure or clots), membrane oxygenator (19.5%, mostly due to tear in the membrane or temperature probe), and access cannulae (18.3%, mostly due to structural damage). CONCLUSIONS: Analysis of the MAUDE database demonstrates that in real-world practice, ECMO devices are associated with important complications. With broadened global utilization of ECMO devices, standard complication and failure reporting policies may improve patient selection, operator proficiency, and existing device technology. SUMMARY: An analysis of the Food and Drug Administration's Manufacturer and User Facility Device Experience database demonstrates that in real-world practice, extracorporeal membrane oxygenation devices are associated with serious complications. The most commonly reported patient-related adverse events were hemodynamic decompensation of patients and death, and the most commonly reported failure modes were in the device's mechanical pump and membrane oxygenator.",No Full Text Available
31732316,Complications of Palatal Pillar Implants: An analysis of the MAUDE database and literature review.,"Nov, 2019","PURPOSE: The Pillar Palatal Implant System is a minimally invasive procedure for the treatment of obstructive sleep apnea and snoring. Prior studies have examined the effectiveness of this procedure, however no prior study has thoroughly evaluated its complications. We anticipate that this analysis will provide valuable insight into these procedures which can be used in patient education and post-operative follow-up. MATERIALS AND METHODS: The Manufacturer and User Facility Device Experience (MAUDE) database was queried for cases reporting injury related to the pillar procedure. The case narratives were individually analyzed and categorized by type of complication. A comparison of extruding parts and select complications was also performed using chi-square analysis. RESULTS: Of the 261 cases reported, 73.6% reporting extruding parts, 47.5% described patient pain, and 38.7% included patients describing a foreign body sensation. Infection was reported in 7.7% of the cases with cellulitis and abscess formation specifically mentioned in one case. Cases describing pain and difficulty swallowing were significantly more likely to have reported extruding parts (p < 0.05). CONCLUSIONS: This study describes various complications associated with this procedure. The description of these complications and accompanying literature review may provide healthcare professionals and patients with an understanding of the scope of adverse events related to this procedure.",No Full Text Available
31780421,Real-World Experience of the Sentinel Cerebral Protection Device: Insights From the FDA Manufacturer and User Facility Device Experience (MAUDE) Database.,"Nov, 2019","BACKGROUND/PURPOSE: The Sentinel Cerebral Protection System (Boston Scientific, Marlborough, Massachusetts) is indicated for use as a cerebral protection device to capture and remove embolic material during transcatheter aortic valve procedures and was approved by the US Food and Drug Administration (FDA) in 2017. Robust data on the most commonly reported complications and modes of failure associated with the Sentinel device are limited. METHODS/MATERIALS: We analyzed postmarketing surveillance data from the FDA Manufacturer and User Facility Device Experience (MAUDE) database from 2017 through 2019, yielding 43 reports. RESULTS: Of the 43 reports of major complications involving Sentinel devices, 23 involved either death (3) or injury (20) related to the device. The 3 deaths were due to stroke, while 18 of the 20 injuries were reported as stroke. The other 20 reports were related to device modes of failure. Modes of failure were due to damaged device (5), difficulty retrieving/resheathing the device (5); package contamination (4), difficulty deploying the device (3), and, finally, complications with preparation (3). CONCLUSIONS: Our analysis of the MAUDE database demonstrates that in real-world practice, the Sentinel Cerebral Protection System may be associated with complications, including death, stroke, vascular injury, and difficulties with the device itself. The MAUDE database serves as an important tool for both physicians and manufacturers to optimize performance and clinical outcomes.",No Full Text Available
